file_id,make,normalized_make,model,normalized_model
a4756-kme_0795,Sony,Sony,DSLR-A900,DSLR-A900
a4713-DSC_0158,Nikon,Nikon,D80,D80
a4312-20090417_at_16h32m44__MG_1867,Canon,Canon,EOS 5D Mark II,EOS 5D Mark II
a4561-DSC_0332,Nikon,Nikon,D80,D80
a4902-_DGW0251,Nikon,Nikon,D700,D700
a4324-DSC_0002,Nikon,Nikon,D80,D80
a4292-DSC_0415,Nikon,Nikon,D80,D80
a4525-DSC_0096,Nikon,Nikon,D80,D80
a4976-_DSC0005,Nikon,Nikon,D70s,D70s
a4358-Ja_Pe-88,Nikon,Nikon,D700,D700
a4251-DSC_0248,Nikon,Nikon,D80,D80
a4963-Duggan_090428_8067,Canon,Canon,EOS 5D,EOS 5D
a4947-DSC_0448,Nikon,Nikon,D80,D80
a4452-DSC_0084,Nikon,Nikon,D70s,D70s
a4247-20090414_at_23h20m23__MG_1373,Canon,Canon,EOS 5D Mark II,EOS 5D Mark II
a4464-kme_2498,Nikon,Nikon,D700,D700
a4256-_DGW0339,Nikon,Nikon,D700,D700
a4959-DSC_0129,Nikon,Nikon,D80,D80
a4862-jmac_MG_1010,Canon,Canon,EOS 5D,EOS 5D
a4365-DSC_0104,Nikon,Nikon,D70s,D70s
a4549-kme_0589,Sony,Sony,DSLR-A900,DSLR-A900
a4841-DSC_0446,Nikon,Nikon,D80,D80
a4363-20090417_at_12h41m34__MG_1838,Canon,Canon,EOS 5D Mark II,EOS 5D Mark II
a4750-Duggan_090504_9001,Canon,Canon,EOS 5D,EOS 5D
a4814-Duggan_080114_4419,Canon,Canon,EOS 5D,EOS 5D
a4306-Duggan_090127_4836,Canon,Canon,EOS 5D,EOS 5D
a4979-_DGW0341,Nikon,Nikon,D700,D700
a4554-DSC_0028-2,Nikon,Nikon,D70s,D70s
a4683-kme_0627,Sony,Sony,DSLR-A900,DSLR-A900
a4201-_DSC0120,Nikon,Nikon,D70s,D70s
a4760-Duggan_081024_2178,Canon,Canon,EOS 5D,EOS 5D
a4378-_DGW0272,Nikon,Nikon,D700,D700
a4776-DSC_0062-2,Nikon,Nikon,D70s,D70s
a4869-09-05-19-at-19h05m38s-_MG_9563,Canon,Canon,EOS 5D Mark II,EOS 5D Mark II
a4900-kme_0918,Sony,Sony,DSLR-A900,DSLR-A900
a4865-Duggan_090331_6584,Canon,Canon,EOS 5D,EOS 5D
a4752-_DSC2732,Nikon,Nikon,D700,D700
a4275-09-05-12-at-17h46m31s-_MG_8890,Canon,Canon,EOS 5D Mark II,EOS 5D Mark II
a4384-DSC_0322,Nikon,Nikon,D80,D80
a4907-kme_0814,Sony,Sony,DSLR-A900,DSLR-A900
a4767-kme_2719,Canon,Canon,PowerShot G10,PowerShot G10
a4804-Duggan_050713_1825,Canon,Canon,EOS 10D,EOS 10D
a4520-DSC_0421,Nikon,Nikon,D80,D80
a4478-_DSC9389,Nikon,Nikon,D700,D700
a4759-Duggan_090305_5342,Canon,Canon,EOS 5D,EOS 5D
a4575-09-05-19-at-18h47m40s-_MG_9547,Canon,Canon,EOS 5D Mark II,EOS 5D Mark II
a4547-DSC_0179,Nikon,Nikon,D80,D80
a4771-DSC_0402,Nikon,Nikon,D80,D80
a4856-_DSC0013,Nikon,Nikon,D70s,D70s
a4857-_DSC0008-1,Nikon,Nikon,D70s,D70s
a4553-Duggan_090331_6590,Canon,Canon,EOS 5D,EOS 5D
a4428-DSC_0031,Nikon,Nikon,D70s,D70s
a4328-kme_0679,Sony,Sony,DSLR-A900,DSLR-A900
a4223-kme_00003,Sony,Sony,DSLR-A900,DSLR-A900
a4712-DSC_0385,Nikon,Nikon,D80,D80
a4519-_DGW7869,Nikon,Nikon,D700,D700
a4574-DSC_0038,Nikon,Nikon,D70s,D70s
a4598-Duggan_090305_5297,Canon,Canon,EOS 5D,EOS 5D
a4914-_DGW0237,Nikon,Nikon,D700,D700
a4235-DSC_0433,Nikon,Nikon,D80,D80
a4293-20090406_at_22h40m24__MG_1277,Canon,Canon,EOS 5D Mark II,EOS 5D Mark II
a4700-Duggan_090406_7321,Canon,Canon,EOS 5D,EOS 5D
a4853-_DGW0247,Nikon,Nikon,D700,D700
a4891-DSC_0069,Nikon,Nikon,D70s,D70s
a4778-09-05-17-at-20h53m00s-_MG_9268,Canon,Canon,EOS 5D Mark II,EOS 5D Mark II
a4373-DSC_0050-2,Nikon,Nikon,D70s,D70s
a4599-DSC_0244,Nikon,Nikon,D80,D80
a4811-DSC_0007-2,Nikon,Nikon,D70s,D70s
a4456-DSC_0472,Nikon,Nikon,D80,D80
a4798-_DSC0159,Nikon,Nikon,D70s,D70s
a4915-20090321_at_18h47m58__MG_0200,Canon,Canon,EOS 5D Mark II,EOS 5D Mark II
a4962-DSC_0412,Nikon,Nikon,D80,D80
a4745-Duggan_090330_6275,Canon,Canon,EOS 5D,EOS 5D
a4636-Duggan_080216_5303,Canon,Canon,EOS 5D,EOS 5D
a4717-DSC_0089,Nikon,Nikon,D70s,D70s
a4738-kme_336,Nikon,Nikon,D70,D70
a4661-20090322_at_12h12m28__MG_0320,Canon,Canon,EOS 5D Mark II,EOS 5D Mark II
a4526-_DGW7879,Nikon,Nikon,D700,D700
a4510-Duggan_090305_5511,Canon,Canon,EOS 5D,EOS 5D
a4508-DSC_0063,Nikon,Nikon,D70s,D70s
a4406-DSC_0152,Nikon,Nikon,D80,D80
a4323-DSC_0010,Nikon,Nikon,D80,D80
a4432-Duggan_081114_3124,Canon,Canon,EOS 5D,EOS 5D
a4527-kme_0590,Sony,Sony,DSLR-A900,DSLR-A900
a4665-Duggan_090504_8932,Canon,Canon,EOS 5D,EOS 5D
a4507-kme_0187,Sony,Sony,DSLR-A900,DSLR-A900
a4489-_DSC0064,Nikon,Nikon,D70s,D70s
a4779-Duggan_090323_6115,Canon,Canon,EOS 5D,EOS 5D
a4412-20090417_at_18h17m13__MG_2017,Canon,Canon,EOS 5D Mark II,EOS 5D Mark II
a4490-_DSC0008-2,Nikon,Nikon,D70s,D70s
a4479-09-05-19-at-18h39m42s-_MG_9545,Canon,Canon,EOS 5D Mark II,EOS 5D Mark II
a4827-DSC_0092,Nikon,Nikon,D70s,D70s
a4264-Duggan_090428_8025,Canon,Canon,EOS 5D,EOS 5D
a4494-Duggan_081010_1923,Canon,Canon,EOS 5D,EOS 5D
a4833-_DGW7868,Nikon,Nikon,D700,D700
a4863-Duggan_080115_4511,Canon,Canon,EOS 5D,EOS 5D
a4847-DSC_0013-2,Nikon,Nikon,D70s,D70s
a4319-DSC_0132,Nikon,Nikon,D70s,D70s
a4958-_DSC0036-1,Nikon,Nikon,D70s,D70s
a4569-20041010_091833__E6B5677,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a4628-Duggan_090428_8108,Canon,Canon,EOS 5D,EOS 5D
a4896-kme_0104,Sony,Sony,DSLR-A900,DSLR-A900
a4762-IMG_1657,Canon,Canon,EOS 450D,EOS 450D
a4612-DSC_0134,Nikon,Nikon,D80,D80
a4866-_DGW9039,Nikon,Nikon,D700,D700
a4703-Duggan_090426_7850,Canon,Canon,EOS 5D,EOS 5D
a4535-_DGW0309,Nikon,Nikon,D700,D700
a4532-DSC_0141,Nikon,Nikon,D80,D80
a4571-DSC_0035,Nikon,Nikon,D70s,D70s
a4952-_DGW9464,Nikon,Nikon,D700,D700
a4913-_DSC0024,Nikon,Nikon,D70s,D70s
a4534-DSC_0095,Nikon,Nikon,D70s,D70s
a4852-kme_288,Kodak,Kodak,DCS460D,DCS460
a4540-Duggan_080411_5948,Canon,Canon,EOS 5D,EOS 5D
a4579-Duggan_090212_5073,Canon,Canon,EOS 5D,EOS 5D
a4965-Duggan_090405_7028,Canon,Canon,EOS 5D,EOS 5D
a4502-Duggan_090116_4368,Canon,Canon,EOS 5D,EOS 5D
a5000-kme_0204,Sony,Sony,DSLR-A900,DSLR-A900
a4971-09-05-17-at-20h46m55s-_MG_9262,Canon,Canon,EOS 5D Mark II,EOS 5D Mark II
a4688-20090519_at_21h47m11__MG_9641,Canon,Canon,EOS 5D Mark II,EOS 5D Mark II
a4440-kme_0583,Sony,Sony,DSLR-A900,DSLR-A900
a4459-_DGW0329,Nikon,Nikon,D700,D700
a4794-IMG_3933,Canon,Canon,EOS 450D,EOS 450D
a4861-Duggan_090123_4543,Canon,Canon,EOS 5D,EOS 5D
a4409-Duggan_090503_8738,Canon,Canon,EOS 5D,EOS 5D
a4431-Duggan_090330_6282,Canon,Canon,EOS 5D,EOS 5D
a4928-Duggan_090127_4793,Canon,Canon,EOS 5D,EOS 5D
a4210-kme_0540,Sony,Sony,DSLR-A900,DSLR-A900
a4996-Duggan_090426_7783,Canon,Canon,EOS 5D,EOS 5D
a4645-Duggan_090426_7758,Canon,Canon,EOS 5D,EOS 5D
a4696-Duggan_080323_5686,Canon,Canon,EOS 5D,EOS 5D
a4298-Duggan_090504_9090,Canon,Canon,EOS 5D,EOS 5D
a4318-Duggan_090321_5920,Canon,Canon,EOS 5D,EOS 5D
a4786-DSC_0392,Nikon,Nikon,D80,D80
a4650-DSC_0019-2,Nikon,Nikon,D70s,D70s
a4754-kme_0508,Sony,Sony,DSLR-A900,DSLR-A900
a4607-050801_080948__I2E5512,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a4274-dgw_068,Nikon,Nikon,D700,D700
a4320-kme_0234,Sony,Sony,DSLR-A900,DSLR-A900
a4518-kme_0818,Sony,Sony,DSLR-A900,DSLR-A900
a4480-Duggan_090201_4896,Canon,Canon,EOS 5D,EOS 5D
a4640-_DGW9747,Nikon,Nikon,D700,D700
a4331-_DGW0241,Nikon,Nikon,D700,D700
a4601-Duggan_090331_6495,Canon,Canon,EOS 5D,EOS 5D
a4495-kme_2356,Canon,Canon,PowerShot G10,PowerShot G10
a4858-jn_2007_12_25__Christmas_Day__134,Canon,Canon,EOS 30D,EOS 30D
a4903-DSC_0270,Nikon,Nikon,D80,D80
a4512-09-05-19-at-18h43m31s-_MG_9546,Canon,Canon,EOS 5D Mark II,EOS 5D Mark II
a4605-Duggan_090108_4208,Canon,Canon,EOS 5D,EOS 5D
a4678-DSC_0383,Nikon,Nikon,D80,D80
a4955-_DGW0261,Nikon,Nikon,D700,D700
a4692-20090321_at_16h01m53__MG_0133,Canon,Canon,EOS 5D Mark II,EOS 5D Mark II
a4591-Duggan_080411_5940,Canon,Canon,EOS 5D,EOS 5D
a4290-DSC_0012,Nikon,Nikon,D70s,D70s
a4326-DSC_0461,Nikon,Nikon,D80,D80
a4255-jmac_DSC2639,Nikon,Nikon,D70,D70
a4398-Duggan_050709_1062,Canon,Canon,EOS 10D,EOS 10D
a4961-Duggan_050714_1922,Canon,Canon,EOS 10D,EOS 10D
a4892-DSC_0126,Nikon,Nikon,D80,D80
a4942-kme_0895,Sony,Sony,DSLR-A900,DSLR-A900
a4530-kme_0805,Sony,Sony,DSLR-A900,DSLR-A900
a4517-Duggan_090406_7318,Canon,Canon,EOS 5D,EOS 5D
a4357-Duggan_090124_4645,Canon,Canon,EOS 5D,EOS 5D
a4999-DSC_0035,Nikon,Nikon,D80,D80
a4282-09-05-14-at-17h15m13s-_MG_9157,Canon,Canon,EOS 5D Mark II,EOS 5D Mark II
a4909-DSC_0017-3,Nikon,Nikon,D70s,D70s
a4265-Duggan_080411_5930,Canon,Canon,EOS 5D,EOS 5D
a4204-_DGW7870,Nikon,Nikon,D700,D700
a4647-DSC_0128,Nikon,Nikon,D80,D80
a4932-050814_152422__MG_4258,Canon,Canon,EOS 20D,EOS 20D
a4775-DSC_0040,Nikon,Nikon,D70s,D70s
a4663-DSC_0023,Nikon,Nikon,D70s,D70s
a4921-20090417_at_15h30m10__MG_1865,Canon,Canon,EOS 5D Mark II,EOS 5D Mark II
a4695-09-05-17-at-15h52m54s-_MG_9215,Canon,Canon,EOS 5D Mark II,EOS 5D Mark II
a4294-dvf_107,Leica,Leica,M8,M8
a4368-Duggan_090321_5857,Canon,Canon,EOS 5D,EOS 5D
a4681-DSC_0445,Nikon,Nikon,D80,D80
a4690-DSC_0005-1-2,Nikon,Nikon,D70s,D70s
a4819-Duggan_090330_6230,Canon,Canon,EOS 5D,EOS 5D
a4353-_DGW0322,Nikon,Nikon,D700,D700
a4521-kme_0310,Sony,Sony,DSLR-A900,DSLR-A900
a4800-DSC_0388,Nikon,Nikon,D80,D80
a4302-20090425_at_17h00m59__MG_0404,Canon,Canon,EOS 5D Mark II,EOS 5D Mark II
a4876-DSC_0043-2,Nikon,Nikon,D70s,D70s
a4633-_DGW8845,Nikon,Nikon,D700,D700
a4874-20090320_at_19h15m51__MG_0126,Canon,Canon,EOS 5D Mark II,EOS 5D Mark II
a4875-DSC_0382,Nikon,Nikon,D80,D80
a4261-_DGW9448,Nikon,Nikon,D700,D700
a4708-Duggan_090323_6142,Canon,Canon,EOS 5D,EOS 5D
a4977-20090519_at_21h47m37__MG_9644,Canon,Canon,EOS 5D Mark II,EOS 5D Mark II
a4203-_DGW0246,Nikon,Nikon,D700,D700
a4443-Duggan_090503_8691,Canon,Canon,EOS 5D,EOS 5D
a4380-kme_0739,Sony,Sony,DSLR-A900,DSLR-A900
a4262-DSC_0065,Nikon,Nikon,D70s,D70s
a4622-_DGW9528,Nikon,Nikon,D700,D700
a4230-Duggan_090426_7798,Canon,Canon,EOS 5D,EOS 5D
a4234-DSC_0122,Nikon,Nikon,D80,D80
a4656-DSC_0232,Nikon,Nikon,D80,D80
a4576-DSC_0217,Nikon,Nikon,D80,D80
a4414-DSC_0292,Nikon,Nikon,D80,D80
a4842-_DSC0023-2,Nikon,Nikon,D70s,D70s
a4316-_DSC0071,Nikon,Nikon,D70s,D70s
a4481-_DGW6369,Nikon,Nikon,D700,D700
a4592-Duggan_090331_6589,Canon,Canon,EOS 5D,EOS 5D
a4311-IMG_0005,Canon,Canon,EOS 400D,EOS 400D
a4807-_DSC0037,Nikon,Nikon,D70s,D70s
a4539-kme_0135,Sony,Sony,DSLR-A900,DSLR-A900
a4439-_DSC0012-3,Nikon,Nikon,D70s,D70s
a4244-Duggan_090504_8959,Canon,Canon,EOS 5D,EOS 5D
a4834-Duggan_050710_1251,Canon,Canon,EOS 10D,EOS 10D
a4387-kme_591,Canon,Canon,PowerShot G9,PowerShot G9
a4774-_DGW0330,Nikon,Nikon,D700,D700
a4615-_DGW0334,Nikon,Nikon,D700,D700
a4802-DSC_0133,Nikon,Nikon,D70s,D70s
a4482-Duggan_090503_8712,Canon,Canon,EOS 5D,EOS 5D
a4236-DSC_0384,Nikon,Nikon,D80,D80
a4376-_DSC0106,Nikon,Nikon,D70s,D70s
a4486-DSC_0205,Nikon,Nikon,D80,D80
a4350-DSC_0185,Nikon,Nikon,D80,D80
a4487-Duggan_090322_5971,Canon,Canon,EOS 5D,EOS 5D
a4246-Duggan_090330_6226,Canon,Canon,EOS 5D,EOS 5D
a4917-DSC_0093,Nikon,Nikon,D70s,D70s
a4254-DSC_0066,Nikon,Nikon,D70s,D70s
a4374-09-05-19-at-17h54m57s-_MG_9531,Canon,Canon,EOS 5D Mark II,EOS 5D Mark II
a4342-DSC_0043,Nikon,Nikon,D70s,D70s
a4993-_DSC0079,Nikon,Nikon,D70s,D70s
a4815-CRW_1169,Canon,Canon,EOS DIGITAL REBEL,EOS 300D
a4359-20060614_102352__E6B1561,Canon,Canon,EOS-1D Mark II,EOS-1D Mark II
a4370-DSC_0080,Nikon,Nikon,D70s,D70s
a4399-Duggan_080410_5879,Canon,Canon,EOS 5D,EOS 5D
a4938-20090327_at_11h35m56__MG_1009,Canon,Canon,EOS 5D Mark II,EOS 5D Mark II
a4924-_DSC0021-2,Nikon,Nikon,D70s,D70s
a4400-_DGW9653,Nikon,Nikon,D700,D700
a4349-DSC_0395,Nikon,Nikon,D80,D80
a4451-Duggan_080821_1263,Canon,Canon,EOS 5D,EOS 5D
a4287-_DSC0083,Nikon,Nikon,D70s,D70s
a4348-Duggan_080412_6029,Canon,Canon,EOS 5D,EOS 5D
a4263-_DSC0022-2,Nikon,Nikon,D70s,D70s
a4211-Duggan_090305_5296,Canon,Canon,EOS 5D,EOS 5D
a4332-DSC_0047,Nikon,Nikon,D80,D80
a4595-Duggan_090503_8713,Canon,Canon,EOS 5D,EOS 5D
a4583-kme_0574,Sony,Sony,DSLR-A900,DSLR-A900
a4922-DSC_0050-3,Nikon,Nikon,D70s,D70s
a4805-20090416_at_15h18m59__MG_1615,Canon,Canon,EOS 5D Mark II,EOS 5D Mark II
a4421-Duggan_090214_5129,Canon,Canon,EOS 5D,EOS 5D
a4513-DSC_0001,Nikon,Nikon,D70s,D70s
a4488-jmac_DSC2560,Nikon,Nikon,D70,D70
a4492-DSC_0019,Nikon,Nikon,D70s,D70s
a4221-Duggan_080126_4855,Canon,Canon,EOS 5D,EOS 5D
a4438-Duggan_090330_6313,Canon,Canon,EOS 5D,EOS 5D
a4606-_DSC0074,Nikon,Nikon,D70s,D70s
a4585-20090404_at_00h08m02__MG_1256,Canon,Canon,EOS 5D Mark II,EOS 5D Mark II
a4444-kme_0626,Sony,Sony,DSLR-A900,DSLR-A900
a4629-DSC_0251,Nikon,Nikon,D80,D80
a4837-_DGW7872,Nikon,Nikon,D700,D700
a4300-_DGW0239,Nikon,Nikon,D700,D700
a4773-kme_2749,Canon,Canon,PowerShot G10,PowerShot G10
a4714-Duggan_080613_8704,Canon,Canon,EOS 5D,EOS 5D
a4705-_DGW0343,Nikon,Nikon,D700,D700
a4935-Duggan_090312_5580,Canon,Canon,EOS 5D,EOS 5D
a4994-Duggan_050709_1181,Canon,Canon,EOS 10D,EOS 10D
a4673-CRW_0009,Canon,Canon,EOS D30,EOS D30
a4505-DSC_0086,Nikon,Nikon,D70s,D70s
a4722-Duggan_090406_7315,Canon,Canon,EOS 5D,EOS 5D
a4564-Duggan_090406_7253,Canon,Canon,EOS 5D,EOS 5D
a4611-09-05-19-at-17h52m02s-_MG_9528,Canon,Canon,EOS 5D Mark II,EOS 5D Mark II
a4618-_DSC0023-3,Nikon,Nikon,D70s,D70s
a4733-Duggan_050709_1059,Canon,Canon,EOS 10D,EOS 10D
a4630-_DSC0025,Nikon,Nikon,D70s,D70s
a4322-DSC_0145,Nikon,Nikon,D70s,D70s
a4986-DSC_0177,Nikon,Nikon,D70s,D70s
a4747-09-05-19-at-19h04m32s-_MG_9562,Canon,Canon,EOS 5D Mark II,EOS 5D Mark II
a4205-20090328_at_03h38m11__MG_1173,Canon,Canon,EOS 5D Mark II,EOS 5D Mark II
a4515-DSC_0132,Nikon,Nikon,D80,D80
a4883-DSC_0304,Nikon,Nikon,D80,D80
a4545-_DGW9669,Nikon,Nikon,D700,D700
a4635-DSC_0017,Nikon,Nikon,D70s,D70s
a4301-_DSC0054,Nikon,Nikon,D70s,D70s
a4770-DSC_0090,Nikon,Nikon,D80,D80
a4849-Duggan_090426_7764,Canon,Canon,EOS 5D,EOS 5D
a4897-kme_0623,Sony,Sony,DSLR-A900,DSLR-A900
a4344-DSC_0483,Nikon,Nikon,D80,D80
a4442-Duggan_080629_9284,Canon,Canon,EOS 5D,EOS 5D
a4755-Duggan_090323_6173,Canon,Canon,EOS 5D,EOS 5D
a4401-kme_0250,Sony,Sony,DSLR-A900,DSLR-A900
a4566-kme_0788,Sony,Sony,DSLR-A900,DSLR-A900
a4471-Duggan_090321_5859,Canon,Canon,EOS 5D,EOS 5D
a4998-Duggan_080210_5246,Canon,Canon,EOS 5D,EOS 5D
a4546-Duggan_081010_1913,Canon,Canon,EOS 5D,EOS 5D
a4239-Duggan_080114_4429,Canon,Canon,EOS 5D,EOS 5D
a4407-kme_0197,Sony,Sony,DSLR-A900,DSLR-A900
a4242-_DSC0051,Nikon,Nikon,D70s,D70s
a4795-Duggan_050704_0601,Canon,Canon,EOS 10D,EOS 10D
a4594-DSC_0015,Nikon,Nikon,D70s,D70s
a4648-_DGW0260,Nikon,Nikon,D700,D700
a4381-_DGW9028,Nikon,Nikon,D700,D700
a4676-Duggan_090322_5973,Canon,Canon,EOS 5D,EOS 5D
a4225-Duggan_081109_3031,Canon,Canon,EOS 5D,EOS 5D
a4945-09-05-19-at-17h54m53s-_MG_9529,Canon,Canon,EOS 5D Mark II,EOS 5D Mark II
a4563-_DSC0171,Nikon,Nikon,D70s,D70s
a4664-DSC_0208,Nikon,Nikon,D80,D80
a4632-DSC_0160,Nikon,Nikon,D70s,D70s
a4469-_DGW0243,Nikon,Nikon,D700,D700
a4912-_DSC0012-2,Nikon,Nikon,D70s,D70s
a4346-_DSC0062,Nikon,Nikon,D70s,D70s
a4528-Duggan_090209_4971,Canon,Canon,EOS 5D,EOS 5D
a4608-Duggan_080413_6147,Canon,Canon,EOS 5D,EOS 5D
a4403-DSC_0130,Nikon,Nikon,D80,D80
a4419-_DGW0269,Nikon,Nikon,D700,D700
a4919-_DGW9626,Nikon,Nikon,D700,D700
a4383-_DGW9644,Nikon,Nikon,D700,D700
a4329-DSC_0028,Nikon,Nikon,D70s,D70s
a4430-09-05-19-at-19h04m03s-_MG_9559,Canon,Canon,EOS 5D Mark II,EOS 5D Mark II
a4936-DSC_0288,Nikon,Nikon,D80,D80
a4224-DSC_0321,Nikon,Nikon,D80,D80
a4765-DSC_0009-3,Nikon,Nikon,D70s,D70s
a4351-Duggan_090428_8083,Canon,Canon,EOS 5D,EOS 5D
a4447-Duggan_090321_5856,Canon,Canon,EOS 5D,EOS 5D
a4817-DSC_0370,Nikon,Nikon,D80,D80
a4473-_DSC0041,Nikon,Nikon,D70s,D70s
a4908-DSC_0079,Nikon,Nikon,D70s,D70s
a4411-Duggan_090131_4857,Canon,Canon,EOS 5D,EOS 5D
a4934-DSC_0110,Nikon,Nikon,D80,D80
a4466-20090327_at_11h08m58__MG_0964,Canon,Canon,EOS 5D Mark II,EOS 5D Mark II
a4782-DSC_0030,Nikon,Nikon,D70s,D70s
a4580-Duggan_081024_2311,Canon,Canon,EOS 5D,EOS 5D
a4514-kme_0258,Sony,Sony,DSLR-A900,DSLR-A900
a4677-kme_00005,Sony,Sony,DSLR-A900,DSLR-A900
a4550-Duggan_090428_8066,Canon,Canon,EOS 5D,EOS 5D
a4596-DSC_0094,Nikon,Nikon,D80,D80
a4780-DSC_0389,Nikon,Nikon,D80,D80
a4299-kme_0183,Sony,Sony,DSLR-A900,DSLR-A900
a4753-kme_0177,Sony,Sony,DSLR-A900,DSLR-A900
a4667-DSC_0480,Nikon,Nikon,D80,D80
a4448-Duggan_080119_4778,Canon,Canon,EOS 5D,EOS 5D
a4930-20090327_at_11h57m47__MG_1013,Canon,Canon,EOS 5D Mark II,EOS 5D Mark II
a4483-_DGW0262,Nikon,Nikon,D700,D700
a4408-Duggan_080411_5973,Canon,Canon,EOS 5D,EOS 5D
a4587-kme_2729,Canon,Canon,PowerShot G10,PowerShot G10
a4372-DSC_0073,Nikon,Nikon,D70s,D70s
a4413-Duggan_050701_0237,Canon,Canon,EOS 10D,EOS 10D
a4296-kme_0430,Sony,Sony,DSLR-A900,DSLR-A900
a4614-kme_0332,Sony,Sony,DSLR-A900,DSLR-A900
a4840-DSC_0276,Nikon,Nikon,D80,D80
a4929-_DSC0032,Nikon,Nikon,D70s,D70s
a4276-_MG_9356,Canon,Canon,EOS 5D Mark II,EOS 5D Mark II
a4906-Duggan_090210_5028,Canon,Canon,EOS 5D,EOS 5D
a4202-DSC_0439,Nikon,Nikon,D80,D80
a4668-DSC_0230,Nikon,Nikon,D80,D80
a4260-kme_0309,Sony,Sony,DSLR-A900,DSLR-A900
a4541-DSC_0040-2,Nikon,Nikon,D70s,D70s
a4682-_DGW0319,Nikon,Nikon,D700,D700
a4315-DSC_0009-2,Nikon,Nikon,D70s,D70s
a4281-kme_195,Canon,Canon,EOS 20D,EOS 20D
a4343-DSC_0253,Nikon,Nikon,D80,D80
a4233-_DGW9491,Nikon,Nikon,D700,D700
a4556-_DGW0305,Nikon,Nikon,D700,D700
a4484-DSC_0002,Nikon,Nikon,D70s,D70s
a4848-20090519_at_21h46m37__MG_9638,Canon,Canon,EOS 5D Mark II,EOS 5D Mark II
a4543-kme_0612,Sony,Sony,DSLR-A900,DSLR-A900
a4219-kme_0975,Sony,Sony,DSLR-A900,DSLR-A900
a4698-09-05-17-at-20h52m53s-_MG_9266,Canon,Canon,EOS 5D Mark II,EOS 5D Mark II
a4386-Duggan_090124_4632,Canon,Canon,EOS 5D,EOS 5D
a4485-_DSC0026,Nikon,Nikon,D70s,D70s
a4982-DSC_0066,Nikon,Nikon,D80,D80
a4871-20090419_at_18h20m09__MG_2343,Canon,Canon,EOS 5D Mark II,EOS 5D Mark II
a4743-_DGW0316,Nikon,Nikon,D700,D700
a4641-_DSC0021,Nikon,Nikon,D70s,D70s
a4808-DSC_0341,Nikon,Nikon,D80,D80
a4739-DSC_0147,Nikon,Nikon,D70s,D70s
a4354-DSC_0347,Nikon,Nikon,D80,D80
a4799-DSC_0470,Nikon,Nikon,D80,D80
a4941-DSC_0299,Nikon,Nikon,D80,D80
a4206-DSC_0022,Nikon,Nikon,D80,D80
a4723-_DGW7894,Nikon,Nikon,D700,D700
a4995-kme_00069,Sony,Sony,DSLR-A900,DSLR-A900
a4818-kme_0771,Sony,Sony,DSLR-A900,DSLR-A900
a4642-Duggan_080324_5701,Canon,Canon,EOS 5D,EOS 5D
a4270-Duggan_050710_1295,Canon,Canon,EOS 10D,EOS 10D
a4584-Duggan_080309_5404,Canon,Canon,EOS 5D,EOS 5D
a4516-DSC_0063,Nikon,Nikon,D80,D80
a4704-Duggan_090503_8779,Canon,Canon,EOS 5D,EOS 5D
a4983-kme_0122,Sony,Sony,DSLR-A900,DSLR-A900
a4243-_DGW9580,Nikon,Nikon,D700,D700
a4926-DSC_0019,Nikon,Nikon,D70s,D70s
a4337-kme_1082,Sony,Sony,DSLR-A900,DSLR-A900
a4810-09-05-19-at-21h00m35s-_MG_9611,Canon,Canon,EOS 5D Mark II,EOS 5D Mark II
a4345-Duggan_080411_5976,Canon,Canon,EOS 5D,EOS 5D
a4652-20090426_at_13h41m51__MG_0472,Canon,Canon,EOS 5D Mark II,EOS 5D Mark II
a4509-Duggan_090504_8967,Canon,Canon,EOS 5D,EOS 5D
a4854-09-05-19-at-20h58m50s-_MG_9314,Canon,Canon,EOS 5D Mark II,EOS 5D Mark II
a4197-_MG_6428,Canon,Canon,EOS 5D,EOS 5D
a3879-IMG_0091,Canon,Canon,EOS 350D,EOS 350D
a4111-kme_207,Canon,Canon,EOS 20D,EOS 20D
a3713-07-11-20-at-07h38m43s-_MG_5448,Canon,Canon,EOS 5D,EOS 5D
a3519-kme_159,Canon,Canon,EOS 20D,EOS 20D
a4188-_MG_1604,Canon,Canon,EOS 5D,EOS 5D
a4133-dgw_020,Nikon,Nikon,D700,D700
a3691-_MG_6475,Canon,Canon,EOS 5D,EOS 5D
a3790-IMG_5048,Canon,Canon,EOS 450D,EOS 450D
a3732-_DGW6272,Nikon,Nikon,D700,D700
a3779-WP_CRW_9566,Canon,Canon,EOS 10D,EOS 10D
a3846-IMG_3087,Canon,Canon,EOS 450D,EOS 450D
a4157-dvf_076,Leica,Leica,M8,M8
a3648-07-06-01-at-12h59m03-s_MG_1251,Canon,Canon,EOS 5D,EOS 5D
a3738-kme_233,Canon,Canon,EOS 20D,EOS 20D
a3917-NKIM_MG_6717,Canon,Canon,EOS 40D,EOS 40D
a3576-LS051026_day_15_LL003,Canon,Canon,EOS-1Ds Mark II,EOS-1Ds Mark II
a4170-jmac_DSC3333,Nikon,Nikon,D40X,D40X
a3605-IMG_2772,Canon,Canon,EOS 450D,EOS 450D
a3785-IMG_3417,Canon,Canon,EOS 450D,EOS 450D
a3771-07-06-01-at-13h03m06-s_MG_1256,Canon,Canon,EOS 5D,EOS 5D
